DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
222014726,9/6/2022 0:00,9/6/2022 0:00,1911,20,Olympic,2011,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0447 0329,37,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,647,,,,WINDSOR                      ST,3RD                          ST,34.069,-118.3214,vandalism
220604846,1/20/2022 0:00,1/20/2022 0:00,1700,06,Hollywood,0637,2,886,DISTURBING THE PEACE,1822,59,F,O,101,STREET,,,IC,Invest Cont,886,,,,HOLLYWOOD,EL CENTRO,34.1017,-118.3238,other
221305874,2/6/2022 0:00,1/26/2022 0:00,1338,13,Newton,1342,2,940,EXTORTION,0337 1822 0344 0432,29,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,3800    TRINITY                      ST,,34.0121,-118.2696,fraud
220515828,11/9/2022 0:00,11/9/2022 0:00,2020,05,Harbor,0563,2,850,INDECENT EXPOSURE,2004 0529 0528,19,F,H,101,STREET,,,AA,Adult Arrest,850,,,,1000 S  GAFFEY                       ST,,33.7352,-118.2924,sex
220218131,10/6/2022 0:00,10/4/2022 0:00,1145,02,Rampart,0233,2,940,EXTORTION,1259 1251 1822 1915 1916,16,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,100 S  LA FAYETTE PARK              PL,,34.0703,-118.2786,fraud
221511363,6/21/2022 0:00,6/20/2022 0:00,1500,15,N Hollywood,1522,2,940,EXTORTION,1822 0432 1913 1915,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,13000    SHERMAN                      WY,,34.2012,-118.416,fraud
221115004,10/12/2022 0:00,10/10/2022 0:00,1700,11,Northeast,1112,2,886,DISTURBING THE PEACE,0361 1501,34,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,4200    VERDUGO                      RD,,34.1271,-118.2321,other
221705213,2/2/2022 0:00,2/2/2022 0:00,1935,17,Devonshire,1762,2,928,THREATENING PHONE CALLS/LETTERS,1814 2038 1912 0913 2000 0443,24,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,928,,,,20400    KINZIE                       ST,,34.248,-118.5771,other
220106144,2/6/2022 0:00,2/6/2022 0:00,1200,01,Central,0192,2,886,DISTURBING THE PEACE,2003 1501,33,F,H,701,HOSPITAL,,,AO,Adult Other,886,,,,1400 S  GRAND                        AV,,34.0372,-118.2654,other
220220753,11/27/2022 0:00,11/27/2022 0:00,1025,02,Rampart,0218,2,850,INDECENT EXPOSURE,0500 0529 0448 2004 0305,26,F,O,101,STREET,,,IC,Invest Cont,850,,,,1200    LAVETA                       TR,,34.0754,-118.2562,sex
222009324,4/28/2022 0:00,4/28/2022 0:00,2100,20,Olympic,2069,2,940,EXTORTION,1822 1915,38,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,940,,,,2300 W  PICO                         BL,,34.0499,-118.2879,fraud
221711651,7/27/2022 0:00,7/27/2022 0:00,2245,17,Devonshire,1799,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0329 1310 2004,20,M,H,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,,,,ROSCOE                       BL,WOODLEY                      PL,34.2213,-118.4852,vandalism
220209589,5/1/2022 0:00,5/1/2022 0:00,1800,02,Rampart,0256,2,762,LEWD CONDUCT,0913 0361 0528,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,762,,,,600 S  BURLINGTON                   AV,,34.058,-118.2715,sex
221414120,7/22/2022 0:00,7/22/2022 0:00,0050,14,Pacific,1402,2,886,DISTURBING THE PEACE,1501,34,M,W,102,SIDEWALK,,,IC,Invest Cont,886,,,,SAWTELLE,10 FREEWAY,34.0276,-118.437,other
220717526,12/4/2022 0:00,12/3/2022 0:00,2300,07,Wilshire,0753,2,886,DISTURBING THE PEACE,0361,42,M,B,104,DRIVEWAY,,,AO,Adult Other,886,,,,1300 S  CURSON                       AV,,34.0521,-118.3592,other
220210277,5/13/2022 0:00,5/13/2022 0:00,1200,02,Rampart,0237,2,755,BOMB SCARE,0404 1906 1822 1251,0,X,X,721,HIGH SCHOOL,501,BOMB THREAT,IC,Invest Cont,755,,,,1500    ROCKWOOD                     ST,,34.063,-118.2598,violent
221300861,7/20/2022 0:00,7/19/2022 0:00,2020,13,Newton,1342,2,435,LYNCHING,1822 1212 0400 0906,0,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,435,,,,MAIN                         ST,36TH                         PL,34.0164,-118.2741,violent
220911268,7/11/2022 0:00,7/10/2022 0:00,0300,09,Van Nuys,0943,2,940,EXTORTION,,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,14200    BURBANK                      BL,,34.1721,-118.4422,fraud
222114172,9/11/2022 0:00,9/11/2022 0:00,2130,21,Topanga,2157,2,886,DISTURBING THE PEACE,2004,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,886,,,,20600    HARTLAND                     ST,,34.1947,-118.582,other
220315970,8/30/2022 0:00,8/29/2022 0:00,2300,03,Southwest,0356,2,940,EXTORTION,1501,15,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1500 W  36TH                         ST,,34.0228,-118.3031,fraud
221110562,6/18/2022 0:00,6/17/2022 0:00,1055,11,Northeast,1183,2,886,DISTURBING THE PEACE,0319 1310 1312,22,M,H,101,STREET,,,IC,Invest Cont,886,,,,GLENDALE                     BL,EFFIE                        ST,34.0858,-118.2599,other
221000531,1/20/2022 0:00,1/20/2022 0:00,1705,10,West Valley,1041,2,850,INDECENT EXPOSURE,1402 1822 2004 0529,26,F,W,101,STREET,,,IC,Invest Cont,850,998,,,TAMPA                        AV,VENTURA                      BL,34.1737,-118.5535,sex
221505981,2/17/2022 0:00,2/13/2022 0:00,2130,15,N Hollywood,1506,2,928,THREATENING PHONE CALLS/LETTERS,1822 0337,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,928,,,,7300    TUJUNGA                      AV,,34.203,-118.379,other
220707252,3/27/2022 0:00,3/24/2022 0:00,2330,07,Wilshire,0706,2,886,DISTURBING THE PEACE,1501,74,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,6900    MELROSE                      AV,,34.0835,-118.3416,other
222006861,3/7/2022 0:00,3/7/2022 0:00,0820,20,Olympic,2074,2,762,LEWD CONDUCT,1822,15,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,VENICE                       BL,ARDMORE,34.0436,-118.3028,sex
220710241,6/8/2022 0:00,6/8/2022 0:00,1230,07,Wilshire,0713,2,886,DISTURBING THE PEACE,,38,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,AO,Adult Other,886,,,,300 N  STANLEY                      AV,,34.0761,-118.3563,other
220513772,9/16/2022 0:00,9/15/2022 0:00,0900,05,Harbor,0557,2,940,EXTORTION,0344 0400,41,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,940,,,,7TH,PACIFIC,33.7379,-118.2879,fraud
221717852,12/13/2022 0:00,12/13/2022 0:00,0430,17,Devonshire,1768,2,886,DISTURBING THE PEACE,1501 0913 0361 0603,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,9800    JUTLAND                      AV,,34.2495,-118.5164,other
220907336,3/29/2022 0:00,3/29/2022 0:00,2045,09,Van Nuys,0952,2,806,PANDERING,0908 1212 1419 1407 1402,44,M,X,101,STREET,,,AA,Adult Arrest,806,998,,,SEPULVEDA                    BL,BURBANK,34.1721,-118.4661,other
220308430,4/3/2022 0:00,4/3/2022 0:00,0045,03,Southwest,0321,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0917 0216 0400 1212 1822,21,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,JEFFERSON                    BL,LA CIENEGA,34.0238,-118.3669,violent
220809414,5/12/2022 0:00,5/12/2022 0:00,0630,08,West LA,0893,2,933,PROWLER,0344 1822 0314,36,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,933,,,,2500 S  SEPULVEDA                    BL,,34.0352,-118.4341,other
220809261,5/8/2022 0:00,5/8/2022 0:00,0645,08,West LA,0881,2,850,INDECENT EXPOSURE,0528 0529 1822 2004 1402,40,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,850,998,,,11900 W  OLYMPIC                      BL,,34.0328,-118.4518,sex
220509675,5/31/2022 0:00,5/29/2022 0:00,1600,05,Harbor,0564,2,928,THREATENING PHONE CALLS/LETTERS,0443,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),511,VERBAL THREAT,AA,Adult Arrest,928,,,,400 W  6TH                          ST,,33.7388,-118.2857,other
220512166,8/5/2022 0:00,8/4/2022 0:00,1850,05,Harbor,0516,2,850,INDECENT EXPOSURE,0529 0361 1202,71,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,850,,,,200 W  OPP                          ST,,33.7868,-118.2658,sex
220808500,4/20/2022 0:00,4/20/2022 0:00,1300,08,West LA,0832,2,850,INDECENT EXPOSURE,0529,27,F,O,101,STREET,,,IC,Invest Cont,850,,,,900 S  BARRINGTON                   AV,,34.0532,-118.4652,sex
220705190,2/1/2022 0:00,1/31/2022 0:00,2300,07,Wilshire,0755,2,886,DISTURBING THE PEACE,1501 0361,64,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,5300    SAN VICENTE                  BL,,34.0522,-118.3499,other
220805331,2/2/2022 0:00,2/1/2022 0:00,1445,08,West LA,0886,2,940,EXTORTION,0913 1814 0432,43,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,940,,,,1400    AMBASSADOR                   ST,,34.0534,-118.404,fraud
222006211,2/14/2022 0:00,2/14/2022 0:00,0300,20,Olympic,2025,2,886,DISTURBING THE PEACE,0361 0603 1202,64,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,300 S  MARIPOSA                     AV,,34.069,-118.2991,other
220608741,4/10/2022 0:00,4/10/2022 0:00,1250,06,Hollywood,0659,2,762,LEWD CONDUCT,0910 0500 0528 0529 1822 1501,43,F,B,801,MTA BUS,,,IC,Invest Cont,762,,,,SUNSET,WESTERN,34.0981,-118.3092,sex
230308610,3/31/2023 0:00,2/1/2022 0:00,0800,03,Southwest,0391,2,886,DISTURBING THE PEACE,0603 0361 1309 1202 1501,63,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,4100    DON LUIS                     DR,,34.0066,-118.3423,other
222012090,7/9/2022 0:00,7/9/2022 0:00,0100,20,Olympic,2016,2,932,PEEPING TOM,1402 1409 1822,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,932,998,,,200 S  ALEXANDRIA                   AV,,34.0712,-118.2979,sex
220715502,10/20/2022 0:00,10/19/2022 0:00,2000,07,Wilshire,0721,2,755,BOMB SCARE,0404 2004,0,X,X,701,HOSPITAL,511,VERBAL THREAT,IC,Invest Cont,755,,,,8700 W  BEVERLY                      BL,,34.0768,-118.3806,violent
220410391,6/30/2022 0:00,6/30/2022 0:00,0917,04,Hollenbeck,0467,2,850,INDECENT EXPOSURE,0529 1259,15,F,H,102,SIDEWALK,,,IC,Invest Cont,850,,,,4TH                          ST,MATHEWS                      ST,34.0401,-118.2106,sex
221715296,10/22/2022 0:00,10/22/2022 0:00,1800,17,Devonshire,1768,2,886,DISTURBING THE PEACE,1501,42,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,886,,,,9800    JUTLAND                      AV,,34.2495,-118.5164,other
221505212,1/28/2022 0:00,1/28/2022 0:00,1600,15,N Hollywood,1546,2,886,DISTURBING THE PEACE,1501,52,M,W,710,OTHER PREMISE,511,VERBAL THREAT,AO,Adult Other,886,,,,11600    CHANDLER                     BL,,34.1687,-118.3849,other
222014921,8/30/2022 0:00,8/29/2022 0:00,2200,20,Olympic,2069,2,886,DISTURBING THE PEACE,0913 0361,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,1200    ELDEN                        AV,,34.0491,-118.2877,other
222019373,12/18/2022 0:00,12/18/2022 0:00,0900,20,Olympic,2029,2,762,LEWD CONDUCT,1822 0500 0528 0509 0305 0432,54,F,H,101,STREET,,,IC,Invest Cont,762,,,,500 S  VERMONT                      AV,,34.0654,-118.2917,sex
220124850,11/21/2022 0:00,11/19/2022 0:00,0840,01,Central,0174,2,762,LEWD CONDUCT,1822 0528,28,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,762,,,,700 S  SPRING                       ST,,34.0445,-118.2523,sex
220322006,12/17/2022 0:00,12/17/2022 0:00,1400,03,Southwest,0393,2,886,DISTURBING THE PEACE,1501 1822 0443,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,4200    EDGEHILL                     DR,,34.0084,-118.3304,other
221015023,10/8/2022 0:00,10/7/2022 0:00,2030,10,West Valley,1003,2,940,EXTORTION,1822,26,M,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,940,,,,7700    RESEDA                       BL,,34.2148,-118.5404,fraud
221807810,3/19/2022 0:00,3/19/2022 0:00,1835,18,Southeast,1832,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0416 0906 1402 1407 1419 1822 0447,0,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,998,,,105TH,MAIN,33.941,-118.2739,violent
222117744,12/13/2022 0:00,12/13/2022 0:00,1400,21,Topanga,2175,2,928,THREATENING PHONE CALLS/LETTERS,1906,16,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,22100    BURBANK                      BL,,34.1719,-118.609,other
222113739,8/9/2022 0:00,8/9/2022 0:00,0730,21,Topanga,2111,2,850,INDECENT EXPOSURE,0529,15,F,H,101,STREET,,,IC,Invest Cont,850,,,,WOODLAKE                     AV,SATICOY                      ST,34.2082,-118.6322,sex
221805490,2/2/2022 0:00,2/2/2022 0:00,1000,18,Southeast,1844,2,940,EXTORTION,0940 1915 0337 1822,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1000 E  110TH                        ST,,33.9357,-118.2617,fraud
220817566,12/1/2022 0:00,9/9/2022 0:00,1500,08,West LA,0853,2,940,EXTORTION,0337 1237 0372,67,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1500    SAWTELLE                     BL,,34.0484,-118.4501,fraud
220114925,6/24/2022 0:00,6/24/2022 0:00,2100,01,Central,0144,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0407 1212 1402 1822,0,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,231,998,,,5TH,MAIN,34.0471,-118.2491,violent
220620269,12/17/2022 0:00,12/12/2022 0:00,2320,06,Hollywood,0657,2,886,DISTURBING THE PEACE,1501 0319 0443,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,5600    SANTA MONICA                 BL,,34.0908,-118.3114,other
221112539,8/10/2022 0:00,7/27/2022 0:00,1800,11,Northeast,1117,2,940,EXTORTION,1822 0940 0432 1906 1913 0913 2021,57,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4800    EAGLE ROCK                   BL,,34.1324,-118.216,fraud
222110948,6/24/2022 0:00,6/23/2022 0:00,2000,21,Topanga,2189,2,940,EXTORTION,0334 1202 0603 0443 0913,64,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,20600    QUEDO                        DR,,34.1589,-118.5816,fraud
221305972,2/8/2022 0:00,2/8/2022 0:00,1220,13,Newton,1383,2,436,LYNCHING - ATTEMPTED,1822 0400 1212,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,436,,,,200 E  62ND                         ST,,33.9833,-118.2718,violent
221308607,3/25/2022 0:00,3/24/2022 0:00,1400,13,Newton,1385,2,932,PEEPING TOM,1822,52,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,932,,,,900 E  SLAUSON                      AV,,33.9893,-118.2594,sex
221004043,1/1/2022 0:00,1/1/2022 0:00,0812,10,West Valley,1089,2,850,INDECENT EXPOSURE,2004 1822 0216,21,F,H,101,STREET,,,AO,Adult Other,850,,,,15300    GREENLEAF                    ST,,34.1522,-118.4686,sex
221206949,2/24/2022 0:00,2/24/2022 0:00,1250,12,77th Street,1259,2,850,INDECENT EXPOSURE,0529 1822,50,M,B,101,STREET,,,AO,Adult Other,850,,,,76TH                         ST,AVALON                       BL,33.9712,-118.2652,sex
221510584,6/3/2022 0:00,6/3/2022 0:00,2230,15,N Hollywood,1548,2,850,INDECENT EXPOSURE,0910 1252 1822 2004 0529,58,F,H,102,SIDEWALK,,,IC,Invest Cont,850,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759,sex
231704361,1/8/2023 0:00,11/1/2022 0:00,0700,17,Devonshire,1751,2,928,THREATENING PHONE CALLS/LETTERS,0347 0913 2000 1814 2021,57,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AA,Adult Arrest,928,,,,10000    OWENSMOUTH                   AV,,34.252,-118.6017,other
221414469,7/28/2022 0:00,7/28/2022 0:00,1000,14,Pacific,1431,2,762,LEWD CONDUCT,0528,51,M,W,117,BEACH,,,IC,Invest Cont,762,,,,1800    OCEAN FRONT                  WK,,33.9858,-118.4728,sex
222104518,1/13/2022 0:00,1/13/2022 0:00,0800,21,Topanga,2196,2,886,DISTURBING THE PEACE,0603 0361,42,M,H,101,STREET,,,AO,Adult Other,886,,,,21800    YBARRA                       RD,,34.1546,-118.6015,other
221004617,1/18/2022 0:00,1/18/2022 0:00,2329,10,West Valley,1089,2,933,PROWLER,1822 1607 0358 0400,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,933,,,,4400    SHERMAN OAKS                 AV,,34.1504,-118.4699,other
222118166,12/26/2022 0:00,12/26/2022 0:00,1025,21,Topanga,2105,2,647,THROWING OBJECT AT MOVING VEHICLE,0919 0447,54,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,ROSCOE                       BL,CANOGA                       AV,34.2198,-118.5975,vandalism
221900672,6/12/2022 0:00,6/10/2022 0:00,1000,19,Mission,1985,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0906 1212 0408,0,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,231,,,,TOBIAS,RAYEN,34.2318,-118.4517,violent
220619461,11/27/2022 0:00,11/27/2022 0:00,1930,06,Hollywood,0636,2,886,DISTURBING THE PEACE,2004 0400 1501 0319 0444 0416 0446,35,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,886,,,,HOLLYWOOD,CAHUENGA,34.1016,-118.3295,other
221818178,9/29/2022 0:00,9/29/2022 0:00,1400,18,Southeast,1802,2,647,THROWING OBJECT AT MOVING VEHICLE,0432 1300 1310 1822 0342,49,F,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,MANCHESTER,HARBOR                       FY,33.956,-118.2772,vandalism
221216302,7/22/2022 0:00,7/21/2022 0:00,2300,12,77th Street,1218,2,932,PEEPING TOM,1501 1822,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,900 W  54TH                         ST,,33.9932,-118.2897,sex
222111530,7/8/2022 0:00,7/7/2022 0:00,0950,21,Topanga,2183,2,850,INDECENT EXPOSURE,0534 1822 0529 1009,51,F,W,101,STREET,,,IC,Invest Cont,850,,,,22900    BRENFORD                     ST,,34.1489,-118.6248,sex
220110075,4/10/2022 0:00,4/10/2022 0:00,1700,01,Central,0162,2,886,DISTURBING THE PEACE,1501,57,M,W,101,STREET,,,AO,Adult Other,886,,,,800 S  HOPE                         ST,,34.0466,-118.259,other
222013988,8/18/2022 0:00,8/18/2022 0:00,2130,20,Olympic,2017,2,932,PEEPING TOM,1822,23,F,H,104,DRIVEWAY,,,IC,Invest Cont,932,,,,100 S  CATALINA                     ST,,34.0727,-118.2954,sex
220219236,10/26/2022 0:00,10/26/2022 0:00,1235,02,Rampart,0237,2,755,BOMB SCARE,1822 0404 0432 1912,0,X,X,721,HIGH SCHOOL,501,BOMB THREAT,IC,Invest Cont,755,,,,1500    ROCKWOOD                     ST,,34.063,-118.2598,violent
220114508,6/19/2022 0:00,6/19/2022 0:00,1255,01,Central,0128,2,755,BOMB SCARE,0404 1822 0443,23,F,H,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",511,VERBAL THREAT,IC,Invest Cont,755,,,,100 S  LOS ANGELES                  ST,,34.0515,-118.2424,violent
220317013,9/18/2022 0:00,9/18/2022 0:00,1600,03,Southwest,0351,2,886,DISTURBING THE PEACE,0913 1501 0432,52,M,W,109,PARK/PLAYGROUND,511,VERBAL THREAT,AO,Adult Other,886,,,,5000    OBAMA                        BL,,34.023,-118.351,other
220204220,1/5/2022 0:00,1/4/2022 0:00,1550,02,Rampart,0257,2,940,EXTORTION,1822 1912 1906 0337 0432,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,400    UNION                        DR,,34.0573,-118.2686,fraud
221512965,8/1/2022 0:00,7/30/2022 0:00,0940,15,N Hollywood,1585,2,886,DISTURBING THE PEACE,1822 2004 0432,27,M,W,402,MARKET,,,IC,Invest Cont,886,,,,10900    VENTURA                      BL,,34.143,-118.3727,other
221316827,8/30/2022 0:00,8/26/2022 0:00,0630,13,Newton,1307,2,886,DISTURBING THE PEACE,0319,70,M,H,101,STREET,,,IC,Invest Cont,886,,,,700    STANFORD                     AV,,34.039,-118.2444,other
220300635,4/25/2022 0:00,4/25/2022 0:00,1800,03,Southwest,0312,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2004 1309 0917 1212 1822 1402 0369,21,F,W,101,STREET,307,VEHICLE,AO,Adult Other,231,,,,2900 S  CLOVERDALE                   AV,,34.0274,-118.3594,violent
221911391,6/30/2022 0:00,6/23/2022 0:00,1347,19,Mission,1985,2,886,DISTURBING THE PEACE,1501 1822,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,886,,,,8400    TOBIAS                       AV,,34.2235,-118.4517,other
220404371,1/13/2022 0:00,1/11/2022 0:00,2014,04,Hollenbeck,0423,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1501 0302 1212,0,M,W,103,ALLEY,104,SHOTGUN,AA,Adult Arrest,231,,,,MAIN                         ST,JOHNSTON                     ST,34.0661,-118.2102,violent
220707590,4/4/2022 0:00,4/4/2022 0:00,1145,07,Wilshire,0745,2,886,DISTURBING THE PEACE,1310 1309 0919,29,M,W,101,STREET,,,IC,Invest Cont,886,,,,5600    WILSHIRE                     BL,,34.0624,-118.351,other
221017234,12/4/2022 0:00,12/3/2022 0:00,2000,10,West Valley,1033,2,940,EXTORTION,1822,29,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,6200    RESEDA                       BL,,34.1847,-118.5441,fraud
221016657,11/18/2022 0:00,11/18/2022 0:00,1420,10,West Valley,1075,2,755,BOMB SCARE,1822 0404 0319 0359,0,M,O,719,MEDICAL/DENTAL OFFICES,511,VERBAL THREAT,IC,Invest Cont,755,,,,18100    VENTURA                      BL,,34.1652,-118.5272,violent
220815155,10/2/2022 0:00,9/30/2022 0:00,0350,08,West LA,0818,2,762,LEWD CONDUCT,1822 1309 0500 0528 2014,18,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,762,,,,GAYLEY                       AV,LANDFAIR                     AV,34.0656,-118.4478,sex
220411296,7/26/2022 0:00,7/26/2022 0:00,2030,04,Hollenbeck,0471,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0432 1822,51,M,H,116,OTHER/OUTSIDE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,6TH                          ST,BOYLE,34.036,-118.2242,violent
222012308,7/12/2022 0:00,7/7/2022 0:00,0915,20,Olympic,2044,2,940,EXTORTION,0906 0913 0421 2004 0432 0422 0443,53,F,H,108,PARKING LOT,,,IC,Invest Cont,940,,,,IROLO,SAN MARINO,34.0545,-118.3009,fraud
220407947,4/26/2022 0:00,4/21/2022 0:00,1200,04,Hollenbeck,0497,2,940,EXTORTION,1906 0443 1822,22,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1300 S  GRANDE VISTA                 AV,,34.0217,-118.2095,fraud
221713981,9/25/2022 0:00,9/25/2022 0:00,0030,17,Devonshire,1794,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0447 0400 1212 2004,0,F,X,402,MARKET,212,BOTTLE,AA,Adult Arrest,231,,,,8400    RESEDA                       BL,,34.223,-118.5361,violent
220814794,9/22/2022 0:00,9/8/2022 0:00,1300,08,West LA,0831,2,850,INDECENT EXPOSURE,1202 0529 0528,87,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,850,,,,11900 W  GORHAM                       AV,,34.0515,-118.4692,sex
222107877,4/10/2022 0:00,4/10/2022 0:00,2015,21,Topanga,2136,2,886,DISTURBING THE PEACE,,63,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,886,,,,21100    SHERMAN                      WY,,34.2011,-118.5974,other
220209889,5/4/2022 0:00,1/20/2022 0:00,1730,02,Rampart,0238,2,940,EXTORTION,0337 1822,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,956,,,1300 W  COURT                        ST,,34.0641,-118.2568,fraud
220717113,11/28/2022 0:00,11/28/2022 0:00,1800,07,Wilshire,0737,2,928,THREATENING PHONE CALLS/LETTERS,1822 1906,27,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,5100    WILSHIRE                     BL,,34.0622,-118.3407,other
